,ts_code,name,industry,turnover_rate,continuously_up,average_p_change,float_share,free_share,circ_mv
770,002308.SZ,威创股份,电脑设备,1.8634,0.0,,90178.4143,59951.5743,471633.1068
757,002295.SZ,精艺股份,铜,0.5643,0.0,,25024.25,13619.0891,188933.0875
756,002294.SZ,信立泰,化学制药,1.9162,0.0,,104601.6,33396.9868,2459183.616
755,002293.SZ,罗莱生活,纺织,0.2928,0.0,,70030.9358,26969.4905,641483.3719
1351,002906.SZ,华阳集团,汽车配件,2.4464,0.0,,20224.8648,7310.0,226518.4858
1373,002930.SZ,宏川智慧,仓储物流,4.0982,0.0,,6083.0,6083.0,163267.72
747,002285.SZ,世联行,房产服务,0.3974,0.0,,201001.4632,99686.1107,1019077.4184
1370,002927.SZ,泰永长征,电气设备,6.6357,0.0,,3048.5,3048.5,71975.085
748,002286.SZ,保龄宝,食品,0.7941,0.0,,32863.6021,20464.4168,200467.9728
1367,002923.SZ,润都股份,化学制药,4.6361,0.0,,3000.0,3000.0,73920.0
1366,002922.SZ,伊戈尔,电气设备,2.8818,0.0,,3300.0,3300.0,54978.0
1365,002921.SZ,联诚精密,汽车配件,3.699,0.0,,2000.0,2000.0,56520.0
750,002288.SZ,超华科技,元器件,17.3381,0.0,,80028.9882,50134.565,366532.766
751,002289.SZ,宇顺电子,元器件,2.3081,0.0,,25933.5258,18372.4225,151192.4554
1362,002918.SZ,蒙娜丽莎,其他建材,1.4104,0.0,,5914.5,5914.5,105455.535
1361,002917.SZ,金奥博,化工原料,3.9128,0.0,,2827.0,2827.0,65529.86
1360,002916.SZ,深南电路,元器件,5.8581,0.0,,7000.0,7000.0,523460.0
1359,002915.SZ,中欣氟材,化工原料,4.8007,0.0,,3388.25,3388.25,82774.9475
753,002291.SZ,星期六,服饰,1.9927,0.0,,39672.1459,18465.9459,208675.4874
1356,002911.SZ,佛燃股份,供气供热,0.3066,0.0,,27100.0,5600.0,502976.0
1355,002910.SZ,庄园牧场,乳制品,4.1397,0.0,,7411.79,7411.79,98132.0996
1354,002909.SZ,集泰股份,化工原料,4.3484,0.0,,7936.5017,5759.2639,93650.7201
1353,002908.SZ,德生科技,元器件,1.3255,0.0,,8703.4462,6649.3337,157793.4796
1352,002907.SZ,华森制药,化学制药,2.1485,0.0,,9406.0,8436.03,163288.16
1324,002877.SZ,智能自控,电器仪表,6.8543,0.0,,5195.2,5195.2,83798.576
1323,002876.SZ,三利谱,元器件,0.6764,0.0,,5468.972,3961.91,181679.2498
1322,002875.SZ,安奈儿,服饰,4.2815,0.0,,3887.65,3887.65,58392.503
1295,002846.SZ,英联股份,广告包装,2.2284,0.0,,5040.0,5040.0,55440.0
783,002321.SZ,华英农业,农业综合,1.4198,0.0,,42255.9689,33850.6355,237901.1049
1291,002841.SZ,视源股份,元器件,1.7424,0.0,,6657.712,6657.712,382818.44
1290,002840.SZ,华统股份,食品,2.4825,0.0,,14673.6078,11146.6787,210859.7441
1289,002839.SZ,张家港行,银行,1.4114,0.0,,84977.4727,84977.4727,495418.6658
786,002324.SZ,普利特,塑料,0.7919,0.0,,23474.6164,15294.5976,230520.733
1286,002836.SZ,新宏泽,广告包装,12.7033,0.0,,5636.8,4000.0,77787.84
1284,002833.SZ,弘亚数控,专用机械,0.5275,0.0,,5744.355,4319.355,211392.264
1283,002832.SZ,比音勒芬,服饰,0.6772,0.0,,7899.83,6993.169,261168.3798
1282,002831.SZ,裕同科技,广告包装,0.7857,0.0,,11947.1299,11899.2179,492819.1084
789,002327.SZ,富安娜,纺织,0.5203,0.0,,50943.2469,40533.7481,389715.8388
1279,002828.SZ,贝肯能源,石油开采,2.5734,0.0,,10036.46,10036.46,126057.9376
790,002328.SZ,新朋股份,汽车配件,3.8537,0.0,,32510.321,28390.321,184983.7265
1277,002826.SZ,易明医药,中成药,4.3828,0.0,,13168.5318,10762.6135,140508.2343
791,002329.SZ,皇氏集团,乳制品,2.1227,0.0,,51862.9122,45287.3275,200190.8411
1275,002824.SZ,和胜股份,铝,0.8792,0.0,,7395.3555,4782.9845,74249.3692
792,002330.SZ,得利斯,食品,1.0582,0.0,,50194.39,13722.39,222361.1477
1273,002822.SZ,中装建设,装修装饰,1.8484,0.0,,30606.0,27070.6,168639.06
1272,002821.SZ,凯莱英,生物制药,1.786,0.0,,12093.826,12093.826,869667.0277
794,002332.SZ,仙琚制药,生物制药,1.8983,0.0,,90398.3691,65822.1983,601149.1545
781,002319.SZ,乐通股份,染料涂料,0.3186,0.0,,19996.2031,14796.2072,304942.0973
1296,002847.SZ,盐津铺子,食品,6.6232,0.0,,3606.8538,3606.8538,81911.6498
1321,002873.SZ,新天药业,中成药,1.5966,0.0,,6537.0498,4613.1048,106096.3183
779,002317.SZ,众生药业,中成药,0.6739,0.0,,77893.578,56673.578,703379.0093
1320,002872.SZ,天圣制药,化学制药,2.3616,0.0,,21503.8268,21442.9257,199125.4362
771,002309.SZ,中利集团,电气设备,0.8467,0.0,,46918.0514,36435.668,408187.0472
1318,002870.SZ,香山股份,电器仪表,1.2199,0.0,,3735.4025,3182.2075,58571.1112
1316,002868.SZ,绿康生化,农业综合,0.8861,0.0,,3846.0,3000.0,60536.04
773,002311.SZ,海大集团,饲料,0.2754,0.0,,154423.613,63320.6361,3604247.1274
1314,002866.SZ,传艺科技,电脑设备,2.3429,0.0,,8062.539,6621.404,88768.5544
774,002312.SZ,三泰控股,电脑设备,0.7442,0.0,,101448.2095,92648.3498,333764.6093
1312,002864.SZ,盘龙药业,中成药,3.6875,0.0,,4949.9,2901.9,162901.209
1311,002863.SZ,今飞凯达,汽车配件,2.4747,0.0,,18578.28,11523.28,128747.4804
1310,002862.SZ,实丰文化,文教休闲,3.4073,0.0,,3116.0,2516.0,59577.92
1308,002860.SZ,星帅尔,电气设备,1.2263,0.0,,4729.3123,4588.9011,81580.6372
1307,002859.SZ,洁美科技,元器件,0.8688,0.0,,10846.2253,9448.979,359769.2932
776,002314.SZ,南山控股,区域地产,0.5182,0.0,,113806.7727,68954.0619,359629.4017
1305,002857.SZ,三晖电气,电器仪表,1.6686,0.0,,4947.8259,4034.7824,57889.563
1304,002856.SZ,美芝股份,装修装饰,31.4059,0.0,,3040.8,3040.8,78847.944
1302,002853.SZ,皮阿诺,家居用品,1.0949,0.0,,5803.0745,5803.0745,104629.4332
1301,002852.SZ,道道全,食品,0.7956,0.0,,12540.1645,10979.5645,157755.2694
1300,002851.SZ,麦格米特,电气设备,0.6694,0.0,,12675.6081,12357.9861,276201.5005
1298,002849.SZ,威星智能,电器仪表,9.2371,0.0,,5748.69,4700.705,93013.8042
744,002282.SZ,博深工具,轻工机械,3.8841,0.0,,19295.2102,14718.1833,189671.9163
1375,002932.SZ,明德生物,医疗保健,5.6607,0.0,,1664.6287,1664.6287,75690.667
1376,002933.SZ,新兴装备,航空,6.2414,0.0,,2935.0,2935.0,121362.25
2198,600096.SH,云天化,农药化肥,0.4511,0.0,,112213.005,50510.7929,593606.7965
698,002235.SZ,安妮股份,互联网,8.72,0.0,,50035.4168,39353.2756,307717.8133
2193,600090.SH,同济堂,医药商业,0.4735,0.0,,70269.6979,43952.8814,412483.1267
703,002240.SZ,威华股份,家居用品,0.5543,0.0,,49063.65,36007.9627,418512.9345
2190,600086.SH,东方金钰,服饰,3.8356,0.0,,105684.5016,63271.2074,542161.4932
2189,600085.SH,同仁堂,中成药,0.2826,0.0,,137147.0262,65216.1722,3980006.7003
2188,600084.SH,中葡股份,红黄药酒,0.5731,0.0,,112372.683,61073.0232,367458.6734
2187,600083.SH,博信股份,建筑施工,0.5055,0.0,,22799.3326,12424.0488,391008.5541
2186,600082.SH,海泰发展,园区开发,1.8994,0.0,,63385.2202,47703.4056,291572.0129
2185,600081.SH,东风科技,汽车配件,0.4105,0.0,,31356.0,10974.6,245203.92
2184,600080.SH,金花股份,中成药,7.5203,0.0,,30529.5872,22729.5872,266828.5921
2183,600079.SH,人福医药,化学制药,1.2385,0.0,,128604.9062,95762.5188,1370928.3001
2182,600078.SH,澄星股份,化工原料,0.973,0.0,,66257.2861,38563.8247,224612.1999
707,002244.SZ,滨江集团,区域地产,0.1477,0.0,,270290.389,124937.3018,1064944.1327
2178,600074.SH,*ST保千,电脑设备,1.3313,0.0,,102605.3132,102605.3132,143647.4385
708,002245.SZ,澳洋顺昌,仓储物流,0.7557,0.0,,91440.4929,59062.8379,399594.954
2176,600072.SH,中船科技,船舶,1.3529,0.0,,60077.877,43231.7636,448781.7412
2175,600071.SH,凤凰光学,元器件,0.4732,0.0,,23747.2456,14375.9762,204463.7846
709,002246.SZ,北化股份,化工原料,0.5511,0.0,,41368.6536,19626.0806,299922.7386
711,002248.SZ,华东数控,机床制造,0.3072,0.0,,29662.0578,23917.0437,259246.3852
2197,600095.SH,哈高科,区域地产,1.2513,0.0,,36126.3565,30316.9257,150285.643
2201,600099.SH,林海股份,摩托车,0.4887,0.0,,21912.0,12686.308,141113.28
2170,600066.SH,宇通客车,汽车整车,0.338,0.0,,221393.9223,130319.6908,2583667.0732
694,002231.SZ,奥维通信,通信设备,2.4259,0.0,,30587.92,18918.545,204633.1848
2223,600122.SH,宏图高科,其他商业,1.5614,0.0,,115805.035,88448.8712,497961.6505
681,002218.SZ,拓日新能,半导体,6.1414,0.0,,121571.7329,67181.9713,374440.9373
682,002219.SZ,恒康医疗,中成药,1.0033,0.0,,186521.2805,95870.2806,747950.3348
2220,600119.SH,长江投资,仓储物流,1.9402,0.0,,30740.0,19785.1609,244383.0
2219,600118.SH,中国卫星,航空,0.3153,0.0,,118248.9135,57394.7959,2076450.9211
2218,600117.SH,西宁特钢,特种钢,0.4966,0.0,,74121.9252,37155.0068,280922.0965
683,002220.SZ,天宝食品,食品,9.9345,0.0,,54526.658,36579.4432,177756.9051
684,002221.SZ,东华能源,石油贸易,0.6614,0.0,,151862.4619,102381.5309,1228567.3168
2215,600114.SH,东睦股份,机械基件,0.7247,0.0,,63439.8521,48982.0305,431390.9943
2213,600112.SH,天成控股,电气设备,1.546,0.0,,50920.4846,41580.1046,205209.5529
2212,600111.SH,北方稀土,小金属,0.2726,0.0,,363306.6,223013.6628,3545872.416
686,002223.SZ,鱼跃医疗,医疗保健,1.2527,0.0,,85510.63,54391.5756,1671732.8165
689,002226.SZ,江南化工,化工原料,1.9883,0.0,,91120.8869,48610.0769,539435.6504
2208,600107.SH,美尔雅,服饰,2.4834,0.0,,36000.0,28661.1262,228240.0
690,002227.SZ,奥特迅,电气设备,0.2687,0.0,,21990.2488,7657.7643,224520.4402
691,002228.SZ,合兴包装,广告包装,0.6559,0.0,,116544.2738,64356.6418,561743.3997
692,002229.SZ,鸿博股份,广告包装,3.5406,0.0,,41170.1923,32933.8137,282015.8173
693,002230.SZ,科大讯飞,软件服务,0.6409,0.0,,181764.4789,142539.7945,4449594.4435
2203,600101.SH,明星电力,水力发电,0.4103,0.0,,32417.8977,20604.985,224331.8521
2171,600067.SH,冠城大通,全国地产,0.1681,0.0,,149211.0725,96676.6185,577446.8506
2169,600064.SH,南京高科,园区开发,0.7387,0.0,,123595.6888,80661.1731,947978.9331
1379,002937.SZ,兴瑞科技,元器件,8.5054,0.0,,4600.0,4600.0,100602.0
2143,600027.SH,华电国际,火力发电,0.3406,0.0,,699574.3053,619497.6324,3308986.4641
2141,600025.SH,华能水电,水力发电,0.6788,0.0,,180000.0,180000.0,529200.0
2140,600023.SH,浙能电力,火力发电,0.0593,0.0,,1360068.9988,358752.2987,6256317.3945
2139,600022.SH,山东钢铁,普钢,0.1909,0.0,,1094654.9616,551756.5486,1828073.7859
2138,600021.SH,上海电力,火力发电,0.5101,0.0,,85584.6765,85584.6765,647876.0011
2137,600020.SH,中原高速,路桥,0.5903,0.0,,224737.1832,88735.3659,856248.668
730,002268.SZ,卫士通,软件服务,0.566,0.0,,80990.2075,50116.4155,1542053.5508
2135,600018.SH,上港集团,港口,0.013,0.0,,2317367.465,321248.3606,12791868.4068
2134,600017.SH,日照港,港口,0.3482,0.0,,307565.3888,154068.5515,891939.6275
732,002270.SZ,华明装备,电气设备,0.4463,0.0,,43143.4098,36283.5827,191125.3054
2131,600012.SH,皖通高速,路桥,0.2755,0.0,,116560.0,23676.4279,659729.6
737,002275.SZ,桂林三金,中成药,0.1766,0.0,,53339.115,15077.9209,708343.4472
2128,600009.SH,上海机场,机场,0.309,0.0,,109347.6397,90078.0553,5459727.6502
738,002276.SZ,万马股份,电气设备,0.9733,0.0,,103403.1028,64617.3074,561478.8482
2126,600007.SH,中国国贸,园区开发,0.0709,0.0,,100728.2534,19492.2293,1424297.5031
2125,600006.SH,东风汽车,汽车整车,0.1836,0.0,,200000.0,79800.0,766000.0
739,002277.SZ,友阿股份,百货,0.3741,0.0,,141660.52,98394.816,488728.794
1382,002940.SZ,昂利康,化学制药,12.4777,0.0,,2250.0,2250.0,87412.5
741,002279.SZ,久其软件,软件服务,0.5497,0.0,,58939.2206,28767.9275,440275.9779
1380,002938.SZ,鹏鼎控股,元器件,1.9591,0.0,,23114.3082,23114.3082,414439.546
728,002266.SZ,浙富控股,电气设备,0.3622,0.0,,161839.6232,151239.2316,665160.8514
726,002264.SZ,新华都,超市连锁,0.8427,0.0,,60164.6965,29332.6309,385655.7046
2168,600063.SH,皖维高新,化纤,0.3051,0.0,,192589.4692,133392.9574,496880.8305
725,002263.SZ,*ST东南,塑料,0.696,0.0,,187836.01,135420.208,315564.4968
2167,600062.SH,华润双鹤,化学制药,1.8725,0.0,,82324.2166,41744.2086,1120432.5879
2166,600061.SH,国投资本,证券,0.2344,0.0,,417383.1926,130044.0809,4286525.388
712,002249.SZ,大洋电机,电气设备,0.4159,0.0,,136549.0771,109521.7713,498404.1314
2163,600058.SH,五矿发展,商贸代理,0.1651,0.0,,107191.0711,40130.5789,741762.212
2162,600057.SH,厦门象屿,仓储物流,0.3842,0.0,,213754.3771,96131.3262,940519.2592
2161,600056.SH,中国医药,医药商业,2.4501,0.0,,101213.6064,45474.8134,1381565.7274
2160,600055.SH,万东医疗,医疗保健,1.4525,0.0,,48484.8,22135.8322,457211.664
2159,600054.SH,黄山旅游,旅游景点,0.3399,0.0,,51330.0,21670.425,511760.1
2158,600053.SH,九鼎投资,多元金融,0.8196,0.0,,43354.08,11476.495,798148.6128
2156,600051.SH,宁波联合,综合类,0.407,0.0,,31088.0,22046.24,182175.68
718,002255.SZ,海陆重工,专用机械,0.4777,0.0,,53731.5419,44408.989,235881.4689
719,002256.SZ,兆新股份,染料涂料,0.7646,0.0,,124701.9321,89339.3617,366623.6804
720,002258.SZ,利尔化学,农药化肥,1.2398,0.0,,52329.2947,25228.083,759298.0661
2152,600038.SH,中直股份,航空,0.7348,0.0,,58947.6716,23695.5932,2320769.8309
721,002259.SZ,ST升达,供气供热,1.8731,0.0,,72367.5565,52434.4417,193221.3759
2150,600036.SH,招商银行,银行,0.148,0.0,,2062894.4429,1027271.4787,58957523.1781
2149,600035.SH,楚天高速,路桥,0.1986,0.0,,149139.5074,60403.3512,454875.4976
722,002260.SZ,*ST德奥,航空,5.3704,0.0,,26520.0,19981.2254,109262.4
724,002262.SZ,恩华药业,化学制药,4.9265,0.0,,88440.8523,47083.0597,892368.1997
795,002333.SZ,罗普斯金,铝,1.6418,0.0,,48496.972,15598.156,300681.2264
1269,002818.SZ,富森美,房产服务,0.5308,0.0,,9038.4558,8736.8355,194778.7225
1268,002817.SZ,黄山胶囊,化学制药,1.5783,0.0,,4154.0,4154.0,72404.22
1068,002607.SZ,亚夏汽车,汽车服务,2.4347,0.0,,70540.2441,46673.896,542454.4771
1066,002605.SZ,姚记扑克,文教休闲,4.3863,0.0,,26736.2225,12784.7367,218434.9378
1065,002604.SZ,*ST龙力,食品,2.1979,0.0,,50807.539,42566.1855,100090.8518
1064,002603.SZ,以岭药业,中成药,0.7351,0.0,,98940.7477,56508.9148,1059655.4079
1063,002602.SZ,世纪华通,汽车配件,0.3085,0.0,,127706.1368,56708.2148,2672889.4432
1062,002601.SZ,龙蟒佰利,化工原料,0.804,0.0,,70553.0548,60755.1283,898845.9182
1061,002600.SZ,领益智造,元器件,0.7924,0.0,,151250.7278,142807.1578,425014.5451
1060,002599.SZ,盛通股份,广告包装,0.1868,0.0,,19134.5033,11058.9852,185796.027
1058,002597.SZ,金禾实业,化工原料,0.9131,0.0,,55405.0258,30260.9022,892020.9154
931,002469.SZ,三维工程,建筑施工,0.6809,0.0,,46342.3226,34151.5316,192320.6388
932,002470.SZ,金正大,农药化肥,0.2259,0.0,,272577.8021,135561.8021,1695433.9291
1052,002591.SZ,恒大高新,化工原料,3.3737,0.0,,18307.1671,12318.8598,126685.5963
1051,002590.SZ,万安科技,汽车配件,0.5234,0.0,,43447.5848,19623.0478,312388.1347
935,002473.SZ,*ST圣莱,家用电器,0.8136,0.0,,16000.0,8215.6706,108800.0
938,002476.SZ,宝莫股份,化工原料,1.1773,0.0,,58630.484,48107.0516,297842.8587
939,002477.SZ,雏鹰农牧,农业综合,1.7353,0.0,,197067.6602,156424.0784,336985.6989
941,002479.SZ,富春环保,火力发电,0.3932,0.0,,79515.0949,49251.5591,381672.4555
942,002480.SZ,新筑股份,机械基件,0.5963,0.0,,63902.5918,47276.3263,326542.2441
943,002481.SZ,双塔食品,食品,0.5718,0.0,,110712.765,62296.966,343209.5715
947,002485.SZ,希努尔,服饰,1.5093,0.0,,54399.6175,18326.7502,504284.4542
928,002466.SZ,天齐锂业,小金属,2.5207,0.0,,113596.0009,66743.2207,3817961.5902
1070,002609.SZ,捷顺科技,软件服务,0.9233,0.0,,36691.2372,27110.0125,225284.1964
1038,002577.SZ,雷柏科技,电脑设备,1.075,0.0,,28129.344,10479.2361,302953.0349
1123,002662.SZ,京威股份,汽车配件,0.6258,0.0,,145897.11,44083.11,560244.9024
1145,002684.SZ,猛狮科技,电气设备,1.6504,0.0,,39008.5728,20991.7663,248094.523
1144,002683.SZ,宏大爆破,化工原料,0.3543,0.0,,59791.4096,39181.8907,535133.1159
915,002453.SZ,华软科技,化工原料,0.6298,0.0,,55471.9822,39051.2207,283461.829
916,002454.SZ,松芝股份,汽车配件,0.365,0.0,,61674.1278,33556.9524,280000.5402
1140,002679.SZ,福建金森,林业,0.7919,0.0,,23575.6,6997.8732,404321.54
1139,002678.SZ,珠江钢琴,文教休闲,0.0831,0.0,,135701.435,22424.9227,826421.7392
917,002455.SZ,百川股份,化工原料,0.7685,0.0,,34875.2133,30866.7133,185187.3826
1137,002676.SZ,顺威股份,塑料,1.3215,0.0,,71996.4834,45964.3164,235428.5007
1136,002675.SZ,东诚药业,化学制药,1.2834,0.0,,70026.338,54375.749,588221.2392
921,002459.SZ,天业通联,工程机械,2.8498,0.0,,38698.4955,24555.3955,374988.4214
922,002460.SZ,赣锋锂业,小金属,3.2822,0.0,,79520.6975,70253.9636,2044477.1327
1131,002670.SZ,国盛金控,证券,1.6909,0.0,,62767.5948,40533.6242,657176.7176
1130,002669.SZ,康达新材,化工原料,1.0896,0.0,,22853.6217,15143.5306,264187.8669
1129,002668.SZ,奥马电器,家用电器,9.9555,0.0,,65430.1347,52610.0585,356594.2341
1128,002667.SZ,鞍重股份,工程机械,1.4081,0.0,,16394.5875,11132.6625,112466.8703
1127,002666.SZ,德联集团,化工原料,3.7574,0.0,,44272.8124,34123.8289,187716.7246
924,002462.SZ,嘉事堂,医药商业,1.9048,0.0,,24931.7836,19468.0605,395168.7701
1125,002664.SZ,长鹰信质,汽车配件,2.7504,0.0,,34996.4025,16891.4725,432205.5709
1124,002663.SZ,普邦股份,建筑施工,0.4714,0.0,,124985.091,112058.2076,337459.7457
1039,002578.SZ,闽发铝业,铝,0.6632,0.0,,56342.8,43270.55,189311.808
1036,002575.SZ,群兴玩具,文教休闲,5.8121,0.0,,58872.0,32809.1,376780.8
914,002452.SZ,长高集团,电气设备,0.645,0.0,,42462.5336,34128.264,157111.3743
955,002493.SZ,荣盛石化,化纤,0.0834,0.0,,512582.25,107458.5216,5248842.24
958,002496.SZ,ST辉丰,农药化肥,0.6577,0.0,,96653.4079,79138.1221,204905.2247
1005,002544.SZ,杰赛科技,软件服务,0.5816,0.0,,51153.998,30125.1891,555532.4183
959,002497.SZ,雅化集团,化工原料,3.4987,0.0,,81484.8773,74856.8938,639656.2868
960,002498.SZ,汉缆股份,电气设备,0.1319,0.0,,332588.5762,111147.7746,721717.2104
1002,002541.SZ,鸿路钢构,钢加工,1.2293,0.0,,37123.9166,25453.7673,273232.0262
961,002499.SZ,科林环保,环境保护,0.6805,0.0,,18898.4175,12603.6045,154778.0393
999,002538.SZ,司尔特,农药化肥,0.7835,0.0,,69846.6233,42832.3933,354122.3801
963,002501.SZ,利源精制,铝,1.0747,0.0,,100130.3734,93370.8477,322419.8023
996,002535.SZ,林州重机,工程机械,1.1528,0.0,,59047.5826,50235.3522,209028.4424
966,002504.SZ,弘高创意,装修装饰,4.3612,0.0,,41454.8971,41454.8971,150895.8254
994,002533.SZ,金杯电工,电气设备,0.8174,0.0,,51785.3195,37273.5755,244426.708
993,002532.SZ,新界泵业,农用机械,1.0056,0.0,,37787.3464,20372.9907,195360.5809
990,002529.SZ,海源复材,专用机械,2.4526,0.0,,20000.0,12124.29,154600.0
989,002528.SZ,英飞拓,电脑设备,0.9008,0.0,,86416.3174,45043.9599,329246.1693
988,002527.SZ,新时达,电器仪表,1.1723,0.0,,42152.0619,33581.0678,254598.4539
971,002509.SZ,天广中茂,专用机械,0.6116,0.0,,194794.6948,129058.0099,527893.6229
977,002515.SZ,金字火腿,食品,0.5742,0.0,,84942.8907,42429.2907,367802.7167
983,002521.SZ,齐峰新材,造纸,0.4861,0.0,,42529.2848,37500.4777,245819.2661
982,002520.SZ,日发精机,机床制造,0.2281,0.0,,49736.8379,22934.7069,358105.2329
956,002494.SZ,华斯股份,服饰,2.7591,0.0,,29502.0038,25992.5945,166096.2814
1010,002549.SZ,凯美特气,环境保护,2.486,0.0,,62023.4925,17912.885,360976.7264
1035,002574.SZ,明牌珠宝,服饰,0.5199,0.0,,52800.0,24873.9502,274032.0
1011,002550.SZ,千红制药,生物制药,0.4957,0.0,,90374.9927,77967.1777,368729.9702
1034,002573.SZ,清新环境,环境保护,0.6425,0.0,,107863.9425,58876.7855,900663.9199
1033,002572.SZ,索菲亚,家居用品,0.4488,0.0,,63809.5835,55643.5935,1172182.0489
1032,002571.SZ,德力股份,玻璃,0.7211,0.0,,25319.76,19221.115,122294.4408
1031,002570.SZ,*ST因美,乳制品,0.9035,0.0,,102214.1216,47986.1214,520269.8789
1030,002569.SZ,步森股份,服饰,1.2354,0.0,,13976.655,9796.655,150528.5744
1029,002568.SZ,百润股份,红黄药酒,0.3128,0.0,,45929.4331,29466.9792,436329.6145
1028,002567.SZ,唐人神,饲料,1.6859,0.0,,75720.4141,41901.1154,433877.9728
1027,002566.SZ,益盛药业,中成药,0.7645,0.0,,22630.8565,17557.8129,143253.3216
1026,002565.SZ,顺灏股份,造纸,0.2023,0.0,,68483.6963,37413.3663,278043.807
1025,002564.SZ,天沃科技,化工机械,0.8703,0.0,,60185.9104,55058.1564,317179.7478
1024,002563.SZ,森马服饰,服饰,0.3219,0.0,,183884.4396,49327.471,1667831.8672
1023,002562.SZ,兄弟科技,化学制药,4.8785,0.0,,49790.2954,38000.8123,252436.7977
1022,002561.SZ,徐家汇,百货,0.2,0.0,,39686.8501,23736.38,321066.6173
950,002488.SZ,金固股份,汽车配件,1.0952,0.0,,76805.9987,60671.622,562219.9105
1018,002557.SZ,洽洽食品,食品,0.6645,0.0,,50700.0,21642.5275,954681.0
1015,002554.SZ,惠博普,石油开采,0.9184,0.0,,76949.5201,68267.5613,230848.5603
954,002492.SZ,恒基达鑫,仓储物流,4.6678,0.0,,39813.1742,22331.4242,240471.5722
