,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LASTPRICE,concept
2355,600248.SH,600248,延长化建,建筑施工,1.7,5.69,"中科院系, 大基建, 资产重组, "
1739,300348.SZ,300348,长亮科技,软件服务,1.69,26.31,"互联网金融, 大数据, 云计算, 国产软件, 腾讯概念股, "
2178,600050.SH,600050,中国联通,电信运营,1.69,7.23,"5G, MSCI, 中字头, 阿里巴巴概念股, 混改, 央企改革, 空铁WiFi, 物联网, 百度概念股, 无人驾驶, 互联网金融, 大数据, 云计算, 无人商店, 腾讯概念股, 滴滴出行概念股, 独角兽, "
1731,300340.SZ,300340,科恒股份,元器件,1.69,19.76,"宁德时代概念股, 稀土磁材, 锂电池, 燃料电池, 新能源汽车, 国资入股, "
1088,002628.SZ,002628,成都路桥,建筑施工,1.69,6.99,"大基建, "
2513,600452.SH,600452,涪陵电力,水力发电,1.68,27.01,"特高压, 电改, 央企改革, "
2549,600500.SH,600500,中化国际,商贸代理,1.68,8.73,"高股息, MSCI, 农药, 央企改革, 社保重仓, 锂电池, 新能源汽车, 橡胶, "
924,002463.SZ,002463,沪电股份,元器件,1.68,12.84,"PCB板, 业绩预增, 无人驾驶, "
2481,600397.SH,600397,*ST安煤,煤炭开采,1.68,3.69,"煤炭, ST股, "
1575,300183.SZ,300183,东软载波,软件服务,1.67,15.2,"社保重仓, 物联网, 小米概念股, 国产芯片, 国产操作系统, 知识产权, "
2582,600537.SH,600537,亿晶光电,半导体,1.67,4.4,"光伏, "
2527,600475.SH,600475,华光股份,专用机械,1.67,11.11,"固废处理, 信托, 债转股-AMC, 环保, 地热, "
3169,603028.SH,603028,赛福天,钢加工,1.67,10.08,"壳公司, "
200,000628.SZ,000628,高新发展,园区开发,1.67,11.92,"业绩预增, PPP, 期货概念, 创投, "
2518,600460.SH,600460,士兰微,半导体,1.67,17.78,"OLED, MSCI, 半导体, 国产芯片, 智慧安防, LED, "
3072,601628.SH,601628,中国人寿,保险,1.66,29.88,"保险, MSCI, 中字头, 金改, 混改, 滴滴出行概念股, 独角兽, 蚂蚁金服概念股, "
477,002015.SZ,002015,霞客环保,化纤,1.66,6.21,"涤纶, 资产重组, 壳公司, "
3056,601577.SH,601577,长沙银行,银行,1.66,10.82,"银行, "
2451,600363.SH,600363,联创光电,元器件,1.66,11.0,"国产芯片, LED, "
146,000557.SZ,000557,西部创业,铁路,1.66,5.1,"业绩预增, 宁夏, "
1774,300385.SZ,300385,雪浪环境,环境保护,1.66,24.33,"固废处理, 定增破发, 高质押率, 大气治理, 环保, "
2985,601101.SH,601101,昊华能源,煤炭开采,1.66,7.5,"煤炭, 甲醇, 股权转让, "
1412,300019.SZ,300019,硅宝科技,化工原料,1.65,8.1,"有机硅, 军工, 军民融合, 装配式建筑, 轮胎, "
857,002396.SZ,002396,星网锐捷,通信设备,1.65,26.41,"5G, 阿里巴巴概念股, 空铁WiFi, 物联网, 网络安全, 数字中国, 移动支付, 云计算, "
1837,300448.SZ,300448,浩云科技,软件服务,1.65,15.08,"回购, 物联网, 大数据, 国产软件, 股权转让, 智慧安防, "
290,000758.SZ,000758,中色股份,铅锌,1.65,5.12,"有色-铝, 有色-锌, 东盟博览会, 央企改革, 有色金属, 稀土磁材, "
55,000088.SZ,000088,盐田港,港口,1.65,7.16,"一带一路, 港口, 粤港澳大湾区, 深圳本地股/深汕合作, "
2524,600468.SH,600468,百利电气,电气设备,1.65,6.5,"回购, 天津国企改革, "
398,000920.SZ,000920,南方汇通,环境保护,1.64,9.45,"央企改革, 雄安-园林环保, 环保, 雄安新区, 京津冀, 污水处理, "
2245,600121.SH,600121,郑州煤电,煤炭开采,1.64,4.03,"火电, 煤炭, ST摘帽, "
3136,601989.SH,601989,中国重工,船舶,1.64,6.51,"南北船合并, MSCI, 中字头, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 军工, 军民融合, 债转股-AMC, "
1449,300056.SZ,300056,三维丝,环境保护,1.64,7.12,"兜底式增持, 大气治理, 环保, 举牌股, 股权争夺, "
839,002378.SZ,002378,章源钨业,小金属,1.64,6.84,"有色金属, 有色-钨, 工业自动化, 智能制造, "
3218,603111.SH,603111,康尼机电,运输设备,1.63,5.72,"一带一路, 社保重仓, 定增破发, 小米概念股, 高铁轨交, "
2897,600888.SH,600888,新疆众和,铝,1.63,5.92,"有色-铝, 养老金持股, 有色-镁, 有色金属, 业绩预增, 新疆, "
297,000768.SZ,000768,中航飞机,航空,1.63,17.11,"MSCI, 央企改革, 军工研究所, 大飞机, 通用航空, 军工, "
1211,002756.SZ,002756,永兴特钢,特种钢,1.63,16.87,"钢铁, 核电, 军工, 锂电池, 新能源汽车, "
618,002156.SZ,002156,通富微电,半导体,1.63,10.21,"特斯拉, 物联网, 半导体, "
261,000715.SZ,000715,中兴商业,百货,1.63,9.44,"新零售, 股权转让, "
3192,603066.SH,603066,音飞储存,仓储物流,1.63,8.61,"智慧物流, 工业自动化, 智能制造, 快递物流, 人工智能, 资产重组, "
443,000980.SZ,000980,众泰汽车,汽车配件,1.63,6.3,"新能源整车, 汽车整车, 破净股, 定增破发, 新能源汽车, 共享经济, "
3573,603933.SH,603933,睿能科技,纺织机械,1.63,20.81,"工业自动化, 智能制造, 半导体, 共享经济, 手势识别, "
2794,600774.SH,600774,汉商集团,百货,1.63,14.28,"股权争夺, "
2450,600362.SH,600362,江西铜业,铜,1.62,16.36,"MSCI, 有色金属, 参股券商, 稀土磁材, 有色-铜, "
437,000972.SZ,000972,ST中基,食品,1.62,3.57,"新疆, 农垦, 新疆国企改革, 股权转让, 资产重组, ST股, "
2000,300617.SZ,300617,安靠智电,电气设备,1.62,26.16,"特高压, "
1489,300097.SZ,300097,智云股份,电器仪表,1.62,14.13,"OLED, 华为产业链, 回购, 定增破发, 工业自动化, 智能制造, "
25,000031.SZ,000031,大悦城,全国地产,1.62,7.0,"央企改革, 房地产, 资产重组, "
531,002069.SZ,002069,獐子岛,渔业,1.62,4.71,"食品, "
675,002213.SZ,002213,特尔佳,汽车配件,1.62,10.62,"汽车零部件, "
3211,603100.SH,603100,川仪股份,电器仪表,1.62,11.16,"社保重仓, 核电, 重庆国企改革, 业绩预增, 物联网, 智能仪表, 工业互联网, "
1445,300052.SZ,300052,中青宝,互联网,1.62,12.25,"创业板人气股, 云计算, 区块链, 彩票, 游戏, 手游, "
1775,300386.SZ,300386,飞天诚信,软件服务,1.62,14.03,"谷歌概念股, 网络安全, 区块链, 国产软件, 国产操作系统, 虹膜识别, "
2699,600673.SH,600673,东阳光,铝,1.62,9.46,"有色-铝, MSCI, 回购, 有色金属, 医药, 化学药, 流感, "
1029,002569.SZ,002569,步森股份,服饰,1.61,13.25,"新零售, 供应链金融, 纺织服装, 股权争夺, 壳公司, "
3521,603828.SH,603828,柯利达,装修装饰,1.61,10.91,"参股券商, PPP, 智慧城市, 装修装饰, "
3407,603601.SH,603601,再升科技,玻璃,1.6,9.43,"玻纤, 股权转让, "
93,000425.SZ,000425,徐工机械,工程机械,1.6,4.83,"MSCI, 一带一路, 业绩预增, 工业自动化, 机械, 智能制造, 工业互联网, "
3320,603337.SH,603337,杰克股份,纺织机械,1.59,40.45,"社保重仓, 工业自动化, 智能制造, "
1527,300135.SZ,300135,宝利国际,化工原料,1.59,3.61,"油气改革, 石墨电极, 石油化工, "
1071,002611.SZ,002611,东方精工,轻工机械,1.59,5.18,"北汽新能源, 社保重仓, 宁德时代概念股, 定增破发, 锂电池, 燃料电池, 新能源汽车, 包装印刷, "
1371,002929.SZ,002929,润建通信,通信设备,1.59,34.92,"5G, 光通信, 华为产业链, 物联网, 广西, "
600,002138.SZ,002138,顺络电子,元器件,1.59,20.4,"5G, 被动元件, 华为产业链, 回购, 物联网, 小米概念股, 无线充电, 移动支付, 指纹识别, "
1830,300441.SZ,300441,鲍斯股份,机床制造,1.58,9.57,"新零售, 工业自动化, 智能制造, 资产重组, "
1378,002937.SZ,002937,兴瑞科技,元器件,1.58,38.53,"高送转-预期, 业绩预增, 汽车零部件, 智能制造, 高送转, VR&AR, "
310,000791.SZ,000791,甘肃电投,水力发电,1.58,6.86,"水电, 电改, 业绩预增, 风电, "
3414,603609.SH,603609,禾丰牧业,饲料,1.58,12.6,"饲料, 养猪, "
3053,601558.SH,601558,ST锐电,电气设备,1.57,1.52,"回购, 业绩预增, 风电, 低价股, ST股, "
1332,002886.SZ,002886,沃特股份,塑料,1.57,23.82,"5G, 国资入股, "
1480,300088.SZ,300088,长信科技,元器件,1.57,6.27,"OLED, 特斯拉, 华为产业链, 蔚来汽车概念股, 无人驾驶, 小米概念股, 石墨烯, 股权转让, 苹果产业链, 独角兽, "
2010,300627.SZ,300627,华测导航,通信设备,1.57,22.94,"军工, 军民融合, 无人机, 北斗导航, 智慧城市, "
2634,600597.SH,600597,光明乳业,乳制品,1.57,10.59,"大消费, 二胎, 转基因, 新零售, 食品, 乳业（奶粉）, 万达系, 上海国企改革, 进口博览会, "
669,002207.SZ,002207,ST准油,石油开采,1.57,7.42,"油气改革, 一带一路, 可燃冰, 页岩气, 新疆, ST股, 壳公司, "
3403,603596.SH,603596,伯特利,汽车配件,1.56,22.32,"北汽新能源, 汽车零部件, "
460,001896.SZ,001896,豫能控股,火力发电,1.56,4.34,"火电, 电改, 破净股, 风电, 定增破发, "
2943,600984.SH,600984,建设机械,工程机械,1.56,7.37,"业绩预增, 恒大概念股, 机械, 举牌股, "
2675,600643.SH,600643,爱建集团,多元金融,1.56,11.81,"MSCI, 金改, 信托, 举牌股, 彩票, "
3170,603029.SH,603029,天鹅股份,农用机械,1.56,16.94,"乡村振兴, 农机, 山东国企改革, 网络安全, "
596,002134.SZ,002134,天津普林,元器件,1.56,8.22,"PCB板, 债转股-AMC, 天津国企改革, ST摘帽, "
881,002420.SZ,002420,毅昌股份,塑料,1.55,4.15,"家电, 黑色家电, 壳公司, "
3284,603277.SH,603277,银都股份,专用机械,1.55,11.32,
2684,600653.SH,600653,申华控股,汽车服务,1.55,2.81,"教育, 汽车销售, 风电, 低价股, 共享经济, 资产重组, "
2964,601009.SH,601009,南京银行,银行,1.55,8.76,"银行, MSCI, 社保重仓, "
468,002006.SZ,002006,精功科技,专用机械,1.54,6.2,"碳纤维, 光伏, 智能制造, 机器人, "
3434,603656.SH,603656,泰禾光电,专用机械,1.54,18.21,"工业自动化, 智能制造, 机器人, "
379,000897.SZ,000897,*ST津滨,区域地产,1.54,2.7,"雄安-地产, 万达系, 房地产, 雄安新区, 京津冀, 低价股, 自贸区, 天津国企改革, 天津自贸区, ST股, "
1944,300557.SZ,300557,理工光科,电器仪表,1.54,30.76,"央企改革, 社保重仓, 物联网, 智能仪表, "
2951,600995.SH,600995,文山电力,水力发电,1.54,9.16,"水电, 电改, 央企改革, 业绩预增, "
938,002477.SZ,002477,雏鹰农牧,农业综合,1.54,2.79,"养猪, 低价股, 电竞, 国资入股, "
2407,600310.SH,600310,桂东电力,水力发电,1.54,5.3,"水电, 电改, 参股券商, 广西, "
1414,300021.SZ,300021,大禹节水,农业综合,1.53,8.34,"乡村振兴, 农机, 水利, 海绵城市, 土地流转, PPP, "
2613,600575.SH,600575,皖江物流,水运,1.53,3.01,"安徽国企改革, 快递物流, "
1892,300503.SZ,300503,昊志机电,机械基件,1.53,10.73,"工业自动化, 智能制造, 3D玻璃, "
1020,002560.SZ,002560,通达股份,电气设备,1.53,6.41,"特高压, 大飞机, 有色金属, 军工, 军民融合, 有色-钛, "
1776,300387.SZ,300387,富邦股份,化工原料,1.52,9.0,"化肥, "
821,002360.SZ,002360,同德化工,化工原料,1.52,6.58,"回购, 民爆, "
674,002212.SZ,002212,南洋股份,电气设备,1.52,16.1,"核电, 网络安全, 量子通信, 新能源汽车, 大数据, 充电桩, "
3113,601888.SH,601888,中国国旅,旅游服务,1.52,78.0,"MSCI, 中字头, 人民币升值受益, 阿里巴巴概念股, 大消费, 央企改革, 旅游, 中韩自贸区, 海南自由贸易港, 自贸区, 自由贸易港, 股权转让, "
1825,300436.SZ,300436,广生堂,化学制药,1.51,28.73,"民营医院, 医药, 创新药, 化学药, 基因测序, 独角兽, "
735,002274.SZ,002274,华昌化工,农药化肥,1.51,13.62,"甲醇, 纯碱, 业绩预增, 化肥, 燃料电池, 科创板概念股, "
1028,002568.SZ,002568,百润股份,红黄药酒,1.51,17.02,"社保重仓, 回购, 饮料, "
2541,600490.SH,600490,鹏欣资源,铜,1.51,6.2,"回购, 有色金属, 有色-镍, 有色-钴, 万达系, 有色-铜, 黄金, "
1423,300030.SZ,300030,阳普医疗,医疗保健,1.51,7.01,"医疗器械, 互联网医疗, 精准医疗, "
722,002261.SZ,002261,拓维信息,互联网,1.51,6.32,"教育, 华为产业链, 回购, 大数据, 云计算, 人工智能, 彩票, 独角兽, 游戏, 手游, "
260,000713.SZ,000713,丰乐种业,种植业,1.51,7.03,"农药, 安徽国企改革, 转基因, 乡村振兴, 业绩预增, 农业种植, "
168,000589.SZ,000589,黔轮胎A,汽车配件,1.5,4.52,"轮胎, "
3556,603899.SH,603899,晨光文具,文教休闲,1.5,37.6,"MSCI, "
1702,300311.SZ,300311,任子行,软件服务,1.49,9.25,"网络安全, 创业板人气股, 大数据, 国产软件, 京东金融概念股, 独角兽, 游戏, 创投, "
1165,002706.SZ,002706,良信电器,电气设备,1.49,6.83,"华为产业链, 社保重仓, 回购, 新能源汽车, 充电桩, "
1931,300543.SZ,300543,朗科智能,电气设备,1.49,20.59,"锂电池, 新能源汽车, "
2253,600130.SH,600130,波导股份,通信设备,1.49,4.79,"壳公司, "
1974,300589.SZ,300589,江龙船艇,船舶,1.49,14.45,"军工, 军民融合, "
3423,603628.SH,603628,清源股份,电气设备,1.49,9.75,"光伏, "
724,002263.SZ,002263,*ST东南,塑料,1.48,2.39,"光伏, 煤化工, 锂电池, 新能源汽车, 低价股, 资产重组, ST股, 游戏, 手游, "
917,002456.SZ,002456,欧菲光,元器件,1.48,14.05,"白马股, OLED, MSCI, 北汽新能源, 华为产业链, 回购, 业绩预增, 汽车零部件, 无人驾驶, 小米概念股, 指纹识别, 3D感应, 3D玻璃, VR&AR, 苹果产业链, 虹膜识别, 人脸识别, "
1322,002876.SZ,002876,三利谱,元器件,1.48,42.8,"OLED, "
159,000572.SZ,000572,海马汽车,汽车整车,1.48,2.84,"新能源整车, 汽车整车, 破净股, 无人驾驶, 海南自由贸易港, 新能源汽车, 低价股, 自贸区, 自由贸易港, 共享经济, 海南, "
343,000833.SZ,000833,粤桂股份,造纸,1.48,6.91,"食品, 白糖, 造纸, 广西, "
2029,300647.SZ,300647,超频三,元器件,1.48,16.12,"锂电池, 新能源汽车, 资产重组, LED, "
3334,603366.SH,603366,日出东方,家用电器,1.47,4.93,"厨卫家电, 家电, 独角兽, "
2300,600186.SH,600186,莲花健康,食品,1.46,2.2,"调味品, 食品, 低价股, 壳公司, "
112,000517.SZ,000517,荣安地产,区域地产,1.46,3.3,"环杭州湾大湾区, 房地产, "
1938,300551.SZ,300551,古鳌科技,专用机械,1.46,17.17,"互联网金融, 无人银行, "
2429,600335.SH,600335,国机汽车,汽车配件,1.46,8.2,"新能源整车, 特斯拉, 央企改革, 汽车销售, 新能源汽车, 滴滴出行概念股, 资产重组, 独角兽, "
1667,300276.SZ,300276,三丰智能,专用机械,1.46,13.93,"业绩预增, 智慧物流, 工业自动化, 智能制造, 机器人, "
1943,300556.SZ,300556,丝路视觉,软件服务,1.46,22.73,"阿里巴巴概念股, 社保重仓, 业绩预增, 智能制造, 雄安新区, 云计算, 国产软件, VR&AR, 机器视觉, 雄安-设计, "
1313,002866.SZ,002866,传艺科技,电脑设备,1.46,13.66,"PCB板, "
2271,600153.SH,600153,建发股份,商贸代理,1.45,9.35,"MSCI, 福建自贸区, 供应链金融, 快递物流, 自贸区, "
2869,600859.SH,600859,王府井,百货,1.45,18.69,"北京城市规划, 社保重仓, 新零售, 京东金融概念股, 独角兽, "
2728,600704.SH,600704,物产中大,商贸代理,1.45,6.2,"阿里巴巴概念股, 石油化工, 浙江国企改革, 债转股-AMC, 人工智能, 民爆, 滴滴出行概念股, 期货概念, 独角兽, "
1244,002791.SZ,002791,坚朗五金,其他建材,1.45,15.19,"社保重仓, 回购, "
1357,002913.SZ,002913,奥士康,元器件,1.45,52.38,"PCB板, 高送转-预期, 小米概念股, "
2782,600760.SH,600760,中航沈飞,航空,1.45,33.34,"MSCI, 新进指数成份股, 央企改革, 军工研究所, 航母, 军工, 资产重组, "
1212,002757.SZ,002757,南兴装备,家居用品,1.45,35.55,"云计算, 高送转, "
1679,300288.SZ,300288,朗玛信息,软件服务,1.44,16.9,"民营医院, 大数据, 互联网医疗, "
1577,300185.SZ,300185,通裕重工,工程机械,1.44,2.36,"通用航空, 风电, 军工, 军民融合, 无人机, 低价股, "
2930,600969.SH,600969,郴电国际,水力发电,1.44,8.67,"水电, 电改, 燃料电池, 股权转让, "
1952,300566.SZ,300566,激智科技,元器件,1.43,17.92,"OLED, 华为产业链, 小米概念股, LED, "
3045,601388.SH,601388,怡球资源,铝,1.43,2.71,"有色-铝, 有色金属, 低价股, "
2978,601068.SH,601068,中铝国际,建筑施工,1.43,7.88,"央企改革, 大基建, PPP, "
2928,600966.SH,600966,博汇纸业,造纸,1.42,3.88,"破净股, 造纸, "
150,000561.SZ,000561,烽火电子,通信设备,1.42,8.09,"军工研究所, 大飞机, 军工, 军民融合, 北斗导航, "
2343,600234.SH,600234,ST山水,文教休闲,1.42,9.81,"股权争夺, ST股, 壳公司, "
2059,300677.SZ,300677,英科医疗,医疗保健,1.41,21.06,"医疗器械, 人民币贬值受益, "
2898,600889.SH,600889,南京化纤,化纤,1.41,6.16,"举牌股, 粘胶短纤, "
3093,601800.SH,601800,中国交建,建筑施工,1.41,13.79,"安邦系, 高股息, MSCI, 中字头, 一带一路, 央企改革, 参股券商, 大基建, 区块链, 高铁轨交, "
84,000415.SZ,000415,渤海租赁,多元金融,1.4,4.87,"金改, 破净股, 信托, 新疆, 雄安-金融, 高质押率, 雄安新区, 资产重组, "
2081,300699.SZ,300699,光威复材,化工原料,1.4,62.0,"碳纤维, 业绩预增, 军工, 军民融合, "
2672,600640.SH,600640,号百控股,影视音像,1.4,19.19,"阿里巴巴概念股, 央企改革, 旅游, 彩票, 游戏, 手游, 广电, "
218,000661.SZ,000661,长春高新,生物制药,1.39,299.8,"高价股, MSCI, 新进指数成份股, 高送转-预期, 社保重仓, 业绩预增, 医药, 创新药, 疫苗, "
1785,300396.SZ,300396,迪瑞医疗,医疗保健,1.39,19.58,"回购, 医疗器械, 体外诊断, "
1446,300053.SZ,300053,欧比特,半导体,1.39,11.66,"回购, 无人驾驶, 北斗导航, 大数据, 人工智能, 半导体, 国产芯片, 智慧安防, 人脸识别, "
2116,300738.SZ,300738,奥飞数据,电信运营,1.39,53.08,"高送转-预期, 业绩预增, 网络安全, 大数据, 云计算, 高送转, "
613,002151.SZ,002151,北斗星通,通信设备,1.38,26.35,"5G, 军工, 军民融合, 汽车零部件, 物联网, 百度概念股, 无人驾驶, 北斗导航, 共享经济, "
2737,600714.SH,600714,金瑞矿业,煤炭开采,1.38,7.63,
902,002441.SZ,002441,众业达,批发业,1.38,8.45,"特斯拉, 工业自动化, 智能制造, 新能源汽车, 充电桩, "
3574,603936.SH,603936,博敏电子,元器件,1.38,20.0,"PCB板, 业绩预增, "
1443,300050.SZ,300050,世纪鼎利,软件服务,1.38,7.55,"5G, 阿里巴巴概念股, 教育, 物联网, 定增破发, 大数据, 无人商店, 股权转让, "
